,score,time,samples,id,channels,n_sessions,dataset,pipeline
267,0.6388574838638306,0.6686387062072754,200.0,39,2,1,GigaDb Motor Imagery,CSP+SVM
268,0.5286702513694763,0.702584981918335,200.0,40,2,1,GigaDb Motor Imagery,CSP+SVM
269,0.6499658226966858,0.6899771690368652,200.0,41,2,1,GigaDb Motor Imagery,CSP+SVM
270,0.6122572422027588,0.6440870761871338,200.0,42,2,1,GigaDb Motor Imagery,CSP+SVM
271,0.9309099912643433,0.78904128074646,200.0,43,2,1,GigaDb Motor Imagery,CSP+SVM
272,0.5174845457077026,0.8122401237487793,200.0,44,2,1,GigaDb Motor Imagery,CSP+SVM
273,0.5761500597000122,0.633122444152832,200.0,45,2,1,GigaDb Motor Imagery,CSP+SVM
274,0.7319115996360779,0.7518925666809082,200.0,47,2,1,GigaDb Motor Imagery,CSP+SVM
275,0.5260316729545593,0.7643692493438721,200.0,48,2,1,GigaDb Motor Imagery,CSP+SVM
276,0.5723853707313538,0.7598564624786377,200.0,50,2,1,GigaDb Motor Imagery,CSP+SVM
277,0.6171872615814209,0.7502198219299316,200.0,51,2,1,GigaDb Motor Imagery,CSP+SVM
278,0.5357853770256042,0.6971566677093506,200.0,52,2,1,GigaDb Motor Imagery,CSP+SVM
279,0.5655555725097656,0.6297645568847656,44.0,1,2,1,Physionet Motor Imagery,CSP+SVM
280,0.37444445490837097,0.5911304950714111,44.0,2,2,1,Physionet Motor Imagery,CSP+SVM
281,0.3400000035762787,0.597984790802002,44.0,3,2,1,Physionet Motor Imagery,CSP+SVM
282,0.7833333611488342,0.573509693145752,44.0,4,2,1,Physionet Motor Imagery,CSP+SVM
283,0.2358333319425583,0.5872519016265869,42.0,5,2,1,Physionet Motor Imagery,CSP+SVM
284,0.37361112236976624,0.5386912822723389,42.0,6,2,1,Physionet Motor Imagery,CSP+SVM
285,0.8311111330986023,0.6626508235931396,44.0,7,2,1,Physionet Motor Imagery,CSP+SVM
